WAVY_ID:Dado:Timestamp
WAVY04:37.020066,-7.930181:2025-01-01-00-00-00
WAVY04:39.740463,-8.809735:2025-01-01-00-04-30
WAVY01:38.519582,-8.890028:2025-01-01-00-04-10
WAVY01:38.520495,-8.889841:2025-01-01-00-04-15
WAVY01:38.519845,-8.889624:2025-01-01-00-04-20
WAVY01:38.519759,-8.889958:2025-01-01-00-04-25
WAVY01:38.520246,-8.890268:2025-01-01-00-04-30
WAVY04:39.740323,-8.809531:2025-01-01-00-04-35
WAVY04:39.739824,-8.810324:2025-01-01-00-04-40
WAVY04:39.740127,-8.810417:2025-01-01-00-04-45
WAVY04:39.740246,-8.810387:2025-01-01-00-04-50
WAVY04:39.739916,-8.810030:2025-01-01-00-04-55
WAVY01:38.519936,-8.889852:2025-01-01-00-04-35
WAVY01:38.519605,-8.890001:2025-01-01-00-04-40
WAVY01:38.520046,-8.890126:2025-01-01-00-04-45
WAVY01:38.519614,-8.890072:2025-01-01-00-04-50
WAVY01:38.519795,-8.889990:2025-01-01-00-04-55
WAVY04:39.739942,-8.809648:2025-01-01-00-05-00
WAVY04:39.739916,-8.810187:2025-01-01-00-05-05
WAVY04:39.739882,-8.810491:2025-01-01-00-05-10
WAVY04:39.739877,-8.809755:2025-01-01-00-05-15
WAVY04:39.739677,-8.810475:2025-01-01-00-05-20
WAVY01:38.519757,-8.890125:2025-01-01-00-05-00
WAVY01:38.519987,-8.890393:2025-01-01-00-05-05
WAVY01:38.520300,-8.889542:2025-01-01-00-05-10
WAVY01:38.519664,-8.889894:2025-01-01-00-05-15
WAVY01:38.519587,-8.890439:2025-01-01-00-05-20
WAVY04:39.740256,-8.810054:2025-01-01-00-05-25
WAVY04:39.740448,-8.810310:2025-01-01-00-05-30
WAVY04:39.740175,-8.809668:2025-01-01-00-05-35
WAVY04:39.740475,-8.809920:2025-01-01-00-05-40
WAVY04:39.739891,-8.809798:2025-01-01-00-05-45
WAVY01:38.519745,-8.890415:2025-01-01-00-05-25
WAVY01:38.520049,-8.890285:2025-01-01-00-05-30
WAVY01:38.520422,-8.890472:2025-01-01-00-05-35
WAVY01:38.519871,-8.889842:2025-01-01-00-05-40
WAVY01:38.520021,-8.889754:2025-01-01-00-05-45
WAVY04:39.739878,-8.810130:2025-01-01-00-05-50
WAVY04:39.739664,-8.810348:2025-01-01-00-05-55
WAVY04:39.740456,-8.810445:2025-01-01-00-06-00
WAVY04:39.740383,-8.809597:2025-01-01-00-06-05
WAVY04:39.739597,-8.809718:2025-01-01-00-06-10
WAVY01:38.519652,-8.890123:2025-01-01-00-05-50
WAVY01:38.520419,-8.890056:2025-01-01-00-05-55
WAVY01:38.519615,-8.889716:2025-01-01-00-06-00
WAVY01:38.520448,-8.890408:2025-01-01-00-06-05
WAVY01:38.519544,-8.890012:2025-01-01-00-06-10
WAVY04:39.740197,-8.810228:2025-01-01-00-06-15
WAVY04:39.740324,-8.809863:2025-01-01-00-06-20
WAVY04:39.740304,-8.809797:2025-01-01-00-06-25
WAVY04:39.739576,-8.810288:2025-01-01-00-06-30
WAVY04:39.739549,-8.810087:2025-01-01-00-06-35
WAVY01:38.519638,-8.889695:2025-01-01-00-06-15
WAVY01:38.520027,-8.890134:2025-01-01-00-06-20
WAVY01:38.520062,-8.890430:2025-01-01-00-06-25
WAVY01:38.520450,-8.890390:2025-01-01-00-06-30
WAVY01:38.519960,-8.890069:2025-01-01-00-06-35
WAVY01:38.520254,-8.890466:2025-01-01-00-06-40
WAVY01:38.520428,-8.890470:2025-01-01-00-06-45
WAVY01:38.520192,-8.890067:2025-01-01-00-06-50
WAVY01:38.519684,-8.890381:2025-01-01-00-06-55
WAVY01:38.520253,-8.889711:2025-01-01-00-07-00
WAVY04:39.740416,-8.810447:2025-01-01-00-06-40
WAVY04:39.740491,-8.809699:2025-01-01-00-06-45
WAVY04:39.739937,-8.810051:2025-01-01-00-06-50
WAVY04:39.739572,-8.809649:2025-01-01-00-06-55
WAVY04:39.740174,-8.809559:2025-01-01-00-07-00
WAVY01:38.520187,-8.889501:2025-01-01-00-07-05
WAVY01:38.520012,-8.889504:2025-01-01-00-07-10
WAVY01:38.520455,-8.890208:2025-01-01-00-07-15
WAVY01:38.520374,-8.889607:2025-01-01-00-07-20
WAVY01:38.520104,-8.890243:2025-01-01-00-07-25
WAVY04:39.739579,-8.810114:2025-01-01-00-07-05
WAVY04:39.740107,-8.810493:2025-01-01-00-07-10
WAVY04:39.740450,-8.809994:2025-01-01-00-07-15
WAVY04:39.739699,-8.809806:2025-01-01-00-07-20
WAVY04:39.740104,-8.810078:2025-01-01-00-07-25
WAVY04:39.740444,-8.810284:2025-01-01-00-07-30
WAVY04:39.740251,-8.810079:2025-01-01-00-07-35
WAVY04:39.739938,-8.810346:2025-01-01-00-07-40
WAVY04:39.740445,-8.809596:2025-01-01-00-07-45
WAVY04:39.739773,-8.810328:2025-01-01-00-07-50
WAVY01:38.519525,-8.890277:2025-01-01-00-07-30
WAVY01:38.520319,-8.889613:2025-01-01-00-07-35
WAVY01:38.520010,-8.889599:2025-01-01-00-07-40
WAVY01:38.520404,-8.889940:2025-01-01-00-07-45
WAVY01:38.520072,-8.890275:2025-01-01-00-07-50
WAVY01:38.519903,-8.889969:2025-01-01-00-07-55
WAVY01:38.519650,-8.890376:2025-01-01-00-08-00
WAVY01:38.519947,-8.889628:2025-01-01-00-08-05
WAVY01:38.520169,-8.889902:2025-01-01-00-08-10
WAVY01:38.519718,-8.889519:2025-01-01-00-08-15
WAVY04:39.739614,-8.810089:2025-01-01-00-07-55
WAVY04:39.739665,-8.810374:2025-01-01-00-08-00
WAVY04:39.739820,-8.810462:2025-01-01-00-08-05
WAVY04:39.739555,-8.810432:2025-01-01-00-08-10
WAVY04:39.740078,-8.810131:2025-01-01-00-08-15
WAVY04:39.739757,-8.810254:2025-01-01-00-08-20
WAVY04:39.740057,-8.809671:2025-01-01-00-08-25
WAVY04:39.740148,-8.810136:2025-01-01-00-08-30
WAVY04:39.740016,-8.810300:2025-01-01-00-08-35
WAVY04:39.740423,-8.810433:2025-01-01-00-08-40
WAVY01:38.519581,-8.890243:2025-01-01-00-08-20
WAVY01:38.520321,-8.890447:2025-01-01-00-08-25
WAVY01:38.519820,-8.890407:2025-01-01-00-08-30
WAVY01:38.520335,-8.889847:2025-01-01-00-08-35
WAVY01:38.520350,-8.889778:2025-01-01-00-08-40
WAVY04:39.739699,-8.810303:2025-01-01-00-08-45
WAVY04:39.740068,-8.810196:2025-01-01-00-08-50
WAVY04:39.740070,-8.810152:2025-01-01-00-08-55
WAVY04:39.740005,-8.809581:2025-01-01-00-09-00
WAVY04:39.740180,-8.810029:2025-01-01-00-09-05
WAVY01:38.520210,-8.890467:2025-01-01-00-08-45
WAVY01:38.519810,-8.889723:2025-01-01-00-08-50
WAVY01:38.519671,-8.890289:2025-01-01-00-08-55
WAVY01:38.519601,-8.890021:2025-01-01-00-09-00
WAVY01:38.519518,-8.890163:2025-01-01-00-09-05
WAVY04:39.740261,-8.809533:2025-01-01-00-09-10
WAVY04:39.739626,-8.810249:2025-01-01-00-09-15
WAVY04:39.739586,-8.810092:2025-01-01-00-09-20
WAVY04:39.739781,-8.810260:2025-01-01-00-09-25
WAVY04:39.739546,-8.810022:2025-01-01-00-09-30
WAVY01:38.519931,-8.890140:2025-01-01-00-09-10
WAVY01:38.520216,-8.889515:2025-01-01-00-09-15
WAVY01:38.519908,-8.889612:2025-01-01-00-09-20
WAVY01:38.520222,-8.889813:2025-01-01-00-09-25
WAVY01:38.519576,-8.889603:2025-01-01-00-09-30
WAVY04:39.740081,-8.809934:2025-01-01-00-09-35
WAVY04:39.740323,-8.809808:2025-01-01-00-09-40
WAVY04:39.739645,-8.810076:2025-01-01-00-09-45
WAVY04:39.740489,-8.809839:2025-01-01-00-09-50
WAVY04:39.739689,-8.810142:2025-01-01-00-09-55
WAVY01:38.520166,-8.889975:2025-01-01-00-09-35
WAVY01:38.520192,-8.890219:2025-01-01-00-09-40
WAVY01:38.519763,-8.890457:2025-01-01-00-09-45
WAVY01:38.519509,-8.890184:2025-01-01-00-09-50
WAVY01:38.520391,-8.890348:2025-01-01-00-09-55
WAVY04:39.740336,-8.809899:2025-01-01-00-10-00
WAVY04:39.739551,-8.809582:2025-01-01-00-10-05
WAVY04:39.739704,-8.809867:2025-01-01-00-10-10
WAVY04:39.739803,-8.810370:2025-01-01-00-10-15
WAVY04:39.739947,-8.810174:2025-01-01-00-10-20
WAVY01:38.520183,-8.890292:2025-01-01-00-10-00
WAVY01:38.519551,-8.889582:2025-01-01-00-10-05
WAVY01:38.519731,-8.890119:2025-01-01-00-10-10
WAVY01:38.520102,-8.889546:2025-01-01-00-10-15
WAVY01:38.519826,-8.889713:2025-01-01-00-10-20
WAVY01:38.519566,-8.890003:2025-01-01-00-10-25
WAVY01:38.520147,-8.890224:2025-01-01-00-10-30
WAVY01:38.519946,-8.889513:2025-01-01-00-10-35
WAVY01:38.519978,-8.889886:2025-01-01-00-10-40
WAVY01:38.519691,-8.890194:2025-01-01-00-10-45
WAVY04:39.739808,-8.810184:2025-01-01-00-10-25
WAVY04:39.740047,-8.809783:2025-01-01-00-10-30
WAVY04:39.740046,-8.809581:2025-01-01-00-10-35
WAVY04:39.739978,-8.809886:2025-01-01-00-10-40
WAVY04:39.739786,-8.809628:2025-01-01-00-10-45
WAVY04:39.740399,-8.810270:2025-01-01-00-10-50
WAVY04:39.739994,-8.810483:2025-01-01-00-10-55
WAVY04:39.740389,-8.809736:2025-01-01-00-11-00
WAVY04:39.739887,-8.809587:2025-01-01-00-11-05
WAVY04:39.740285,-8.810468:2025-01-01-00-11-10
WAVY01:38.519760,-8.890079:2025-01-01-00-10-50
WAVY01:38.520321,-8.889675:2025-01-01-00-10-55
WAVY01:38.520428,-8.890102:2025-01-01-00-11-00
WAVY01:38.519796,-8.890371:2025-01-01-00-11-05
WAVY01:38.520111,-8.889642:2025-01-01-00-11-10
WAVY04:40.640129,-8.649555:2025-01-01-00-00-00
WAVY04:40.640464,-8.649976:2025-01-01-00-00-05
WAVY04:40.640345,-8.649730:2025-01-01-00-00-10
WAVY04:40.639662,-8.649719:2025-01-01-00-00-15
WAVY04:40.640359,-8.649724:2025-01-01-00-00-20
WAVY01:41.700437,-8.830427:2025-01-01-00-00-00
WAVY01:41.700405,-8.830098:2025-01-01-00-00-05
WAVY01:41.700345,-8.829730:2025-01-01-00-00-10
WAVY01:41.700453,-8.829535:2025-01-01-00-00-15
WAVY01:41.700415,-8.829972:2025-01-01-00-00-20
WAVY04:40.639541,-8.650427:2025-01-01-00-00-25
WAVY04:40.639877,-8.650207:2025-01-01-00-00-30
WAVY04:40.640362,-8.649908:2025-01-01-00-00-35
WAVY04:40.640499,-8.649712:2025-01-01-00-00-40
WAVY04:40.639555,-8.649892:2025-01-01-00-00-45
WAVY01:41.699983,-8.830184:2025-01-01-00-00-25
WAVY01:41.699710,-8.830102:2025-01-01-00-00-30
WAVY01:41.700148,-8.829566:2025-01-01-00-00-35
WAVY01:41.700165,-8.830344:2025-01-01-00-00-40
WAVY01:41.700482,-8.829701:2025-01-01-00-00-45
WAVY04:40.640005,-8.649660:2025-01-01-00-00-50
WAVY04:40.640491,-8.649799:2025-01-01-00-00-55
WAVY04:40.640497,-8.650208:2025-01-01-00-01-00
WAVY04:40.640016,-8.649959:2025-01-01-00-01-05
WAVY04:40.639976,-8.649632:2025-01-01-00-01-10
WAVY01:41.700261,-8.829947:2025-01-01-00-00-50
WAVY01:41.699916,-8.829875:2025-01-01-00-00-55
WAVY01:41.700027,-8.829655:2025-01-01-00-01-00
WAVY01:41.700102,-8.829965:2025-01-01-00-01-05
WAVY01:41.699676,-8.829625:2025-01-01-00-01-10
WAVY04:40.639822,-8.649949:2025-01-01-00-01-15
WAVY04:40.640413,-8.650396:2025-01-01-00-01-20
WAVY04:40.640291,-8.650093:2025-01-01-00-01-25
WAVY04:40.640444,-8.650333:2025-01-01-00-01-30
WAVY04:40.640405,-8.649503:2025-01-01-00-01-35
WAVY01:41.700455,-8.830006:2025-01-01-00-01-15
WAVY01:41.699839,-8.829969:2025-01-01-00-01-20
WAVY01:41.699702,-8.829880:2025-01-01-00-01-25
WAVY01:41.700474,-8.829735:2025-01-01-00-01-30
WAVY01:41.700220,-8.830432:2025-01-01-00-01-35
WAVY04:40.639900,-8.649839:2025-01-01-00-01-40
WAVY04:40.640007,-8.650278:2025-01-01-00-01-45
WAVY04:40.640489,-8.649554:2025-01-01-00-01-50
WAVY04:40.639757,-8.649998:2025-01-01-00-01-55
WAVY04:40.640370,-8.650093:2025-01-01-00-02-00
WAVY01:41.699596,-8.830390:2025-01-01-00-01-40
WAVY01:41.700302,-8.829590:2025-01-01-00-01-45
WAVY01:41.700212,-8.829788:2025-01-01-00-01-50
WAVY01:41.699865,-8.830256:2025-01-01-00-01-55
WAVY01:41.699741,-8.829653:2025-01-01-00-02-00
WAVY01:41.699855,-8.830324:2025-01-01-00-02-05
WAVY01:41.699602,-8.829701:2025-01-01-00-02-10
WAVY01:41.700283,-8.830082:2025-01-01-00-02-15
WAVY01:41.700419,-8.830081:2025-01-01-00-02-20
WAVY01:41.699758,-8.829922:2025-01-01-00-02-25
WAVY04:40.639676,-8.649660:2025-01-01-00-02-05
WAVY04:40.639549,-8.650297:2025-01-01-00-02-10
WAVY04:40.640288,-8.650008:2025-01-01-00-02-15
WAVY04:40.640136,-8.650466:2025-01-01-00-02-20
WAVY04:40.640016,-8.650264:2025-01-01-00-02-25
WAVY04:40.640320,-8.650124:2025-01-01-00-02-30
WAVY04:40.639864,-8.649992:2025-01-01-00-02-35
WAVY04:40.639738,-8.650011:2025-01-01-00-02-40
WAVY04:40.639860,-8.649766:2025-01-01-00-02-45
WAVY04:40.639527,-8.649985:2025-01-01-00-02-50
WAVY01:41.699531,-8.830281:2025-01-01-00-02-30
WAVY01:41.700111,-8.829582:2025-01-01-00-02-35
WAVY01:41.700192,-8.829638:2025-01-01-00-02-40
WAVY01:41.699687,-8.829835:2025-01-01-00-02-45
WAVY01:41.700298,-8.829559:2025-01-01-00-02-50
WAVY04:40.640023,-8.649786:2025-01-01-00-02-55
WAVY04:40.640244,-8.649929:2025-01-01-00-03-00
WAVY04:40.639645,-8.650447:2025-01-01-00-03-05
WAVY04:40.640065,-8.649819:2025-01-01-00-03-10
WAVY04:40.640400,-8.649725:2025-01-01-00-03-15
WAVY01:41.700117,-8.830443:2025-01-01-00-02-55
WAVY01:41.699517,-8.830220:2025-01-01-00-03-00
WAVY01:41.699738,-8.829980:2025-01-01-00-03-05
WAVY01:41.699926,-8.829884:2025-01-01-00-03-10
WAVY01:41.699682,-8.830287:2025-01-01-00-03-15
WAVY04:40.639554,-8.650427:2025-01-01-00-03-20
WAVY04:40.639850,-8.649954:2025-01-01-00-03-25
WAVY04:40.640310,-8.650148:2025-01-01-00-03-30
WAVY04:40.639887,-8.649630:2025-01-01-00-03-35
WAVY04:40.640481,-8.649668:2025-01-01-00-03-40
WAVY01:41.699627,-8.830444:2025-01-01-00-03-20
WAVY01:41.699561,-8.830081:2025-01-01-00-03-25
WAVY01:41.700419,-8.829615:2025-01-01-00-03-30
WAVY01:41.700084,-8.829831:2025-01-01-00-03-35
WAVY01:41.700165,-8.830023:2025-01-01-00-03-40
WAVY01:41.700431,-8.830063:2025-01-01-00-03-45
WAVY01:41.700429,-8.830337:2025-01-01-00-03-50
WAVY01:41.699742,-8.829697:2025-01-01-00-03-55
WAVY01:41.700231,-8.829794:2025-01-01-00-04-00
WAVY01:41.700438,-8.829703:2025-01-01-00-04-05
WAVY04:40.640431,-8.650063:2025-01-01-00-03-45
WAVY04:40.639631,-8.649651:2025-01-01-00-03-50
WAVY04:40.639885,-8.649747:2025-01-01-00-03-55
WAVY04:40.640001,-8.650439:2025-01-01-00-04-00
WAVY04:40.639615,-8.649767:2025-01-01-00-04-05
WAVY04:40.640306,-8.649516:2025-01-01-00-04-10
WAVY04:40.639514,-8.649774:2025-01-01-00-04-15
WAVY04:40.640172,-8.650082:2025-01-01-00-04-20
WAVY04:40.639628,-8.649500:2025-01-01-00-04-25
WAVY04:40.640499,-8.649827:2025-01-01-00-04-30
WAVY01:41.700160,-8.830396:2025-01-01-00-04-10
WAVY01:41.699514,-8.829774:2025-01-01-00-04-15
WAVY01:41.700098,-8.830033:2025-01-01-00-04-20
WAVY01:41.700053,-8.830401:2025-01-01-00-04-25
WAVY01:41.700476,-8.829751:2025-01-01-00-04-30
WAVY04:39.739914,-8.810135:2025-01-01-00-00-00
WAVY04:39.739565,-8.810139:2025-01-01-00-00-05
WAVY04:39.740492,-8.809578:2025-01-01-00-00-10
WAVY04:39.739506,-8.810395:2025-01-01-00-00-15
WAVY04:39.739871,-8.809646:2025-01-01-00-00-20
WAVY01:38.720215,-9.139777:2025-01-01-00-00-00
WAVY01:38.719565,-9.139956:2025-01-01-00-00-05
WAVY01:38.720379,-9.140068:2025-01-01-00-00-10
WAVY01:38.719506,-9.140395:2025-01-01-00-00-15
WAVY01:38.720199,-9.140480:2025-01-01-00-00-20
WAVY04:39.739852,-8.810347:2025-01-01-00-00-25
WAVY04:39.739720,-8.809821:2025-01-01-00-00-30
WAVY04:39.739564,-8.810445:2025-01-01-00-00-35
WAVY04:39.739723,-8.809801:2025-01-01-00-00-40
WAVY04:39.740469,-8.809882:2025-01-01-00-00-45
WAVY01:38.719852,-9.140347:2025-01-01-00-00-25
WAVY01:38.720037,-9.140119:2025-01-01-00-00-30
WAVY01:38.719551,-9.139990:2025-01-01-00-00-35
WAVY01:38.719931,-9.140277:2025-01-01-00-00-40
WAVY01:38.720270,-9.139602:2025-01-01-00-00-45
WAVY04:39.739810,-8.809551:2025-01-01-00-00-50
WAVY04:39.739981,-8.809769:2025-01-01-00-00-55
WAVY04:39.739872,-8.810198:2025-01-01-00-01-00
WAVY04:39.739875,-8.809949:2025-01-01-00-01-05
WAVY04:39.740213,-8.810144:2025-01-01-00-01-10
WAVY01:38.719810,-9.139551:2025-01-01-00-00-50
WAVY01:38.719771,-9.140223:2025-01-01-00-00-55
WAVY01:38.719866,-9.140128:2025-01-01-00-01-00
WAVY01:38.719591,-9.139714:2025-01-01-00-01-05
WAVY01:38.719855,-9.140247:2025-01-01-00-01-10
WAVY01:38.719546,-9.139593:2025-01-01-00-01-15
WAVY01:38.720470,-9.139549:2025-01-01-00-01-20
WAVY01:38.719572,-9.139693:2025-01-01-00-01-25
WAVY01:38.720012,-9.140451:2025-01-01-00-01-30
WAVY01:38.720401,-9.140458:2025-01-01-00-01-35
WAVY04:39.740286,-8.810245:2025-01-01-00-01-15
WAVY04:39.739781,-8.810153:2025-01-01-00-01-20
WAVY04:39.740248,-8.809855:2025-01-01-00-01-25
WAVY04:39.739761,-8.810353:2025-01-01-00-01-30
WAVY04:39.740350,-8.810261:2025-01-01-00-01-35
WAVY01:38.720487,-9.139663:2025-01-01-00-01-40
WAVY01:38.719532,-9.140283:2025-01-01-00-01-45
WAVY01:38.719853,-9.140469:2025-01-01-00-01-50
WAVY01:38.720334,-9.139602:2025-01-01-00-01-55
WAVY01:38.720028,-9.140133:2025-01-01-00-02-00
WAVY04:39.740167,-8.809812:2025-01-01-00-01-40
WAVY04:39.740469,-8.809629:2025-01-01-00-01-45
WAVY04:39.740324,-8.809807:2025-01-01-00-01-50
WAVY04:39.739981,-8.810470:2025-01-01-00-01-55
WAVY04:39.740198,-8.810483:2025-01-01-00-02-00
WAVY01:38.720094,-9.139781:2025-01-01-00-00-00
WAVY01:38.719524,-9.140465:2025-01-01-00-00-05
WAVY01:38.720300,-9.139828:2025-01-01-00-00-10
WAVY01:38.719849,-9.140371:2025-01-01-00-00-15
WAVY01:38.719756,-9.139898:2025-01-01-00-00-20
WAVY04:38.519986,-8.889874:2025-01-01-00-00-00
WAVY04:38.519784,-8.889830:2025-01-01-00-00-05
WAVY04:38.520300,-8.889828:2025-01-01-00-00-10
WAVY04:38.519928,-8.890182:2025-01-01-00-00-15
WAVY04:38.520293,-8.890212:2025-01-01-00-00-20
WAVY01:38.720377,-9.140000:2025-01-01-00-00-25
WAVY01:38.720116,-9.139593:2025-01-01-00-00-30
WAVY01:38.720080,-9.139796:2025-01-01-00-00-35
WAVY01:38.719567,-9.139751:2025-01-01-00-00-40
WAVY01:38.720070,-9.139739:2025-01-01-00-00-45
WAVY04:38.520000,-8.889552:2025-01-01-00-00-25
WAVY04:38.520155,-8.889935:2025-01-01-00-00-30
WAVY04:38.520151,-8.890080:2025-01-01-00-00-35
WAVY04:38.520042,-8.889937:2025-01-01-00-00-40
WAVY04:38.520103,-8.890230:2025-01-01-00-00-45
WAVY01:38.720471,-9.139573:2025-01-01-00-00-50
WAVY01:38.720377,-9.139550:2025-01-01-00-00-55
WAVY01:38.719859,-9.140441:2025-01-01-00-01-00
WAVY01:38.720209,-9.139963:2025-01-01-00-01-05
WAVY01:38.719828,-9.139524:2025-01-01-00-01-10
WAVY04:38.520500,-8.890361:2025-01-01-00-00-50
WAVY04:38.519664,-8.889940:2025-01-01-00-00-55
WAVY04:38.520146,-8.890410:2025-01-01-00-01-00
WAVY04:38.520045,-8.890239:2025-01-01-00-01-05
WAVY04:38.520487,-8.889566:2025-01-01-00-01-10
WAVY04:38.519814,-8.890255:2025-01-01-00-01-15
WAVY04:38.520292,-8.890190:2025-01-01-00-01-20
WAVY04:38.519691,-8.889638:2025-01-01-00-01-25
WAVY04:38.520497,-8.890333:2025-01-01-00-01-30
WAVY04:38.520380,-8.890383:2025-01-01-00-01-35
WAVY01:38.720196,-9.139517:2025-01-01-00-01-15
WAVY01:38.720124,-9.140035:2025-01-01-00-01-20
WAVY01:38.719682,-9.140080:2025-01-01-00-01-25
WAVY01:38.719627,-9.139507:2025-01-01-00-01-30
WAVY01:38.719827,-9.140218:2025-01-01-00-01-35
WAVY01:38.720014,-9.140307:2025-01-01-00-01-40
WAVY01:38.720197,-9.140108:2025-01-01-00-01-45
WAVY01:38.720262,-9.139740:2025-01-01-00-01-50
WAVY01:38.720114,-9.139575:2025-01-01-00-01-55
WAVY01:38.719711,-9.140414:2025-01-01-00-02-00
WAVY04:38.520097,-8.890351:2025-01-01-00-01-40
WAVY04:38.519959,-8.889859:2025-01-01-00-01-45
WAVY04:38.520043,-8.890496:2025-01-01-00-01-50
WAVY04:38.519944,-8.889749:2025-01-01-00-01-55
WAVY04:38.519771,-8.889990:2025-01-01-00-02-00
WAVY04:38.520184,-8.890407:2025-01-01-00-02-05
WAVY04:38.520447,-8.890309:2025-01-01-00-02-10
WAVY04:38.519817,-8.889977:2025-01-01-00-02-15
WAVY04:38.519767,-8.889742:2025-01-01-00-02-20
WAVY04:38.520173,-8.890211:2025-01-01-00-02-25
WAVY01:38.719996,-9.140373:2025-01-01-00-02-05
WAVY01:38.719542,-9.140294:2025-01-01-00-02-10
WAVY01:38.720128,-9.139987:2025-01-01-00-02-15
WAVY01:38.720169,-9.140030:2025-01-01-00-02-20
WAVY01:38.719974,-9.139817:2025-01-01-00-02-25
WAVY04:38.519680,-8.890193:2025-01-01-00-02-30
WAVY04:38.519637,-8.890467:2025-01-01-00-02-35
WAVY04:38.520259,-8.889838:2025-01-01-00-02-40
WAVY04:38.519500,-8.890332:2025-01-01-00-02-45
WAVY04:38.519923,-8.890373:2025-01-01-00-02-50
WAVY01:38.720026,-9.140121:2025-01-01-00-02-30
WAVY01:38.720338,-9.139671:2025-01-01-00-02-35
WAVY01:38.719565,-9.140260:2025-01-01-00-02-40
WAVY01:38.720141,-9.139569:2025-01-01-00-02-45
WAVY01:38.719753,-9.139980:2025-01-01-00-02-50
WAVY01:38.719827,-9.139736:2025-01-01-00-02-55
WAVY01:38.719618,-9.140492:2025-01-01-00-03-00
WAVY01:38.719919,-9.140349:2025-01-01-00-03-05
WAVY01:38.719932,-9.140467:2025-01-01-00-03-10
WAVY01:38.719712,-9.140278:2025-01-01-00-03-15
WAVY04:38.519977,-8.889791:2025-01-01-00-02-55
WAVY04:38.520370,-8.889575:2025-01-01-00-03-00
WAVY04:38.519947,-8.890133:2025-01-01-00-03-05
WAVY04:38.520382,-8.889719:2025-01-01-00-03-10
WAVY04:38.519836,-8.889846:2025-01-01-00-03-15
WAVY04:38.520464,-8.889885:2025-01-01-00-03-20
WAVY04:38.519632,-8.890024:2025-01-01-00-03-25
WAVY04:38.519709,-8.890148:2025-01-01-00-03-30
WAVY04:38.519994,-8.890066:2025-01-01-00-03-35
WAVY04:38.520164,-8.890161:2025-01-01-00-03-40
WAVY01:38.720499,-9.140064:2025-01-01-00-03-20
WAVY01:38.720482,-9.139852:2025-01-01-00-03-25
WAVY01:38.719799,-9.139747:2025-01-01-00-03-30
WAVY01:38.719664,-9.140169:2025-01-01-00-03-35
WAVY01:38.720214,-9.140244:2025-01-01-00-03-40
WAVY01:38.719762,-9.139831:2025-01-01-00-03-45
WAVY01:38.719681,-9.139588:2025-01-01-00-03-50
WAVY01:38.720012,-9.139620:2025-01-01-00-03-55
WAVY01:38.719589,-9.139547:2025-01-01-00-04-00
WAVY01:38.719613,-9.140392:2025-01-01-00-04-05
WAVY04:38.519782,-8.890104:2025-01-01-00-03-45
WAVY04:38.519706,-8.890003:2025-01-01-00-03-50
WAVY04:38.520315,-8.890273:2025-01-01-00-03-55
WAVY04:38.519696,-8.889980:2025-01-01-00-04-00
WAVY04:38.520361,-8.889706:2025-01-01-00-04-05
WAVY01:38.720470,-9.140330:2025-01-01-00-04-10
WAVY01:38.719545,-9.139547:2025-01-01-00-04-15
WAVY01:38.720378,-9.140380:2025-01-01-00-04-20
WAVY01:38.719783,-9.140492:2025-01-01-00-04-25
WAVY01:38.720011,-9.140468:2025-01-01-00-04-30
WAVY04:38.519894,-8.889780:2025-01-01-00-04-10
WAVY04:38.519850,-8.890300:2025-01-01-00-04-15
WAVY04:38.519769,-8.890138:2025-01-01-00-04-20
WAVY04:38.519655,-8.890407:2025-01-01-00-04-25
WAVY04:38.519751,-8.889519:2025-01-01-00-04-30
WAVY01:38.719915,-9.139553:2025-01-01-00-04-35
WAVY01:38.720042,-9.139723:2025-01-01-00-04-40
WAVY01:38.719718,-9.139879:2025-01-01-00-04-45
WAVY01:38.719922,-9.140441:2025-01-01-00-04-50
WAVY01:38.720381,-9.140254:2025-01-01-00-04-55
WAVY04:38.519585,-8.890093:2025-01-01-00-04-35
WAVY04:38.519811,-8.890365:2025-01-01-00-04-40
WAVY04:38.519713,-8.890119:2025-01-01-00-04-45
WAVY04:38.520468,-8.890256:2025-01-01-00-04-50
WAVY04:38.519944,-8.890154:2025-01-01-00-04-55
WAVY04:38.519936,-8.890367:2025-01-01-00-05-00
WAVY04:38.520335,-8.889930:2025-01-01-00-05-05
WAVY04:38.520256,-8.890185:2025-01-01-00-05-10
WAVY04:38.519576,-8.889946:2025-01-01-00-05-15
WAVY04:38.519692,-8.890408:2025-01-01-00-05-20
WAVY01:38.720468,-9.140145:2025-01-01-00-05-00
WAVY01:38.719756,-9.140255:2025-01-01-00-05-05
WAVY01:38.720231,-9.139729:2025-01-01-00-05-10
WAVY01:38.720455,-9.140413:2025-01-01-00-05-15
WAVY01:38.719975,-9.140061:2025-01-01-00-05-20
WAVY01:38.719740,-9.140450:2025-01-01-00-05-25
WAVY01:38.720168,-9.140482:2025-01-01-00-05-30
WAVY01:38.720084,-9.140359:2025-01-01-00-05-35
WAVY01:38.720240,-9.139907:2025-01-01-00-05-40
WAVY01:38.719714,-9.140324:2025-01-01-00-05-45
WAVY04:38.519803,-8.889606:2025-01-01-00-05-25
WAVY04:38.520358,-8.890301:2025-01-01-00-05-30
WAVY04:38.520405,-8.890356:2025-01-01-00-05-35
WAVY04:38.519682,-8.890334:2025-01-01-00-05-40
